Time,Open,High,Low,Last,Change,%Change,Volume
2022-07-14,6.7174,6.7661,6.7174,6.7553,0.038,+0.57%,3999
2022-07-13,6.7234,6.7367,6.7159,6.7173,-0.0068,-0.10%,3747
2022-07-12,6.7174,6.7359,6.7172,6.7241,0.0066,+0.10%,3922
2022-07-11,6.6942,6.718,6.6942,6.7175,0.0233,+0.35%,3154
2022-07-08,6.6999,6.7065,6.6926,6.6942,-0.0064,-0.10%,3563
2022-07-07,6.7063,6.7114,6.6977,6.7006,-0.0063,-0.09%,3577
2022-07-06,6.7193,6.7193,6.7014,6.7069,-0.0125,-0.19%,3829
2022-07-05,6.6985,6.722,6.684,6.7194,0.0203,+0.30%,4118
2022-07-04,6.7,6.7005,6.6876,6.6991,-0.0009,-0.01%,3204
2022-07-01,6.6985,6.7141,6.6939,6.7,0.0009,+0.01%,4216
2022-06-30,6.6996,6.7032,6.6902,6.6991,-0.0006,-0.01%,3854
2022-06-29,6.7068,6.7077,6.689,6.6997,-0.0071,-0.11%,3795
2022-06-28,6.691,6.7101,6.6751,6.7068,0.0158,+0.24%,3447
2022-06-27,6.6883,6.6926,6.6826,6.691,0.0028,+0.04%,4324
2022-06-24,6.6974,6.6981,6.6848,6.6882,-0.0092,-0.14%,4386
2022-06-23,6.7005,6.7134,6.6973,6.6974,-0.003,-0.04%,4972
2022-06-22,6.6885,6.7248,6.6884,6.7004,0.0119,+0.18%,4254
2022-06-21,6.6914,6.6996,6.6749,6.6885,-0.0028,-0.04%,3958
2022-06-20,6.7157,6.7157,6.6728,6.6913,-0.0244,-0.36%,3720
2022-06-17,6.7019,6.7165,6.6931,6.7157,0.0138,+0.21%,6841
2022-06-16,6.7126,6.7163,6.6916,6.7019,-0.0107,-0.16%,8413
2022-06-15,6.7395,6.7399,6.7044,6.7126,-0.0276,-0.41%,5468
2022-06-14,6.7536,6.7588,6.7129,6.7402,-0.0134,-0.20%,5413
2022-06-13,6.7075,6.758,6.7075,6.7536,0.0461,+0.69%,4468
2022-06-10,6.6908,6.7162,6.6788,6.7075,0.016,+0.24%,4804
2022-06-09,6.6825,6.6974,6.6642,6.6915,0.009,+0.13%,4572
2022-06-08,6.6698,6.6941,6.6622,6.6825,0.0127,+0.19%,5088
2022-06-07,6.6527,6.6778,6.6527,6.6698,0.0171,+0.26%,5146
2022-06-06,6.6594,6.6594,6.6385,6.6527,-0.0067,-0.10%,3881
2022-06-03,6.6593,6.6595,6.6593,6.6594,0.0001,0.00%,113
2022-06-02,6.6852,6.7043,6.6593,6.6593,-0.0259,-0.39%,5213
2022-06-01,6.6715,6.6975,6.6649,6.6852,0.0137,+0.21%,5620
2022-05-31,6.66,6.6739,6.6508,6.6715,0.0114,+0.17%,6183
2022-05-30,6.6978,6.6994,6.6459,6.6601,-0.0378,-0.56%,4688
2022-05-27,6.7378,6.7451,6.6922,6.6979,-0.0399,-0.59%,5347
2022-05-26,6.6917,6.747,6.6912,6.7378,0.046,+0.69%,5658
2022-05-25,6.6525,6.6965,6.6525,6.6918,0.0393,+0.59%,5500
2022-05-24,6.6497,6.6783,6.6493,6.6525,0.0028,+0.04%,5727
2022-05-23,6.6918,6.692,6.6457,6.6497,-0.0421,-0.63%,4265
2022-05-20,6.7122,6.7302,6.6682,6.6918,-0.0204,-0.30%,5231
2022-05-19,6.7531,6.7673,6.7121,6.7122,-0.0409,-0.61%,5018
2022-05-18,6.7358,6.7562,6.7358,6.7531,0.0167,+0.25%,4656
2022-05-17,6.7851,6.7852,6.7235,6.7364,-0.0487,-0.72%,3988
2022-05-16,6.788,6.8015,6.7813,6.7851,-0.0029,-0.04%,4295
2022-05-13,6.786,6.8099,6.7774,6.788,0.002,+0.03%,5252
2022-05-12,6.7208,6.7949,6.7204,6.786,0.0652,+0.97%,5768
2022-05-11,6.7337,6.7349,6.7121,6.7208,-0.0129,-0.19%,6250
2022-05-10,6.7296,6.7391,6.6909,6.7337,0.0041,+0.06%,5211
2022-05-09,6.6655,6.7298,6.6655,6.7296,0.0642,+0.96%,4934
2022-05-06,6.6545,6.6929,6.6545,6.6654,0.0109,+0.16%,5422
2022-05-05,6.6074,6.6545,6.6021,6.6545,0.0471,+0.71%,4736
2022-05-04,6.6072,6.6075,6.6071,6.6074,0.0003,0.00%,85
2022-05-03,6.6072,6.6078,6.607,6.6071,-0.0001,0.00%,85
2022-05-02,6.6083,6.6083,6.6069,6.6072,-0.0012,-0.02%,663
2022-04-29,6.6254,6.6492,6.5839,6.6084,-0.017,-0.26%,5277
2022-04-28,6.5595,6.6294,6.5595,6.6254,0.0659,+1.00%,5597
2022-04-27,6.5558,6.5619,6.5481,6.5595,0.0037,+0.06%,5543
2022-04-26,6.558,6.5593,6.5265,6.5558,-0.0029,-0.04%,5300
2022-04-25,6.5007,6.5758,6.5004,6.5587,0.058,+0.89%,4572
2022-04-22,6.4496,6.5052,6.449,6.5007,0.0511,+0.79%,5329
2022-04-21,6.4175,6.4506,6.4083,6.4496,0.0314,+0.49%,5156
2022-04-20,6.3928,6.4182,6.3923,6.4182,0.0253,+0.40%,4650
2022-04-19,6.3662,6.395,6.3662,6.3929,0.0267,+0.42%,3745
2022-04-18,6.3703,6.3735,6.3635,6.3662,-0.0041,-0.06%,2743
2022-04-15,6.3771,6.3774,6.368,6.3703,-0.0068,-0.11%,2535
2022-04-14,6.3674,6.3792,6.3619,6.3771,0.0097,+0.15%,3007
2022-04-13,6.3644,6.3695,6.3632,6.3674,0.0023,+0.04%,2770
2022-04-12,6.369,6.3728,6.3647,6.3651,-0.0039,-0.06%,3086
2022-04-11,6.3641,6.374,6.3637,6.369,0.0049,+0.08%,3999
2022-04-08,6.3594,6.366,6.357,6.3641,0.0047,+0.07%,3145
2022-04-07,6.3586,6.3633,6.3571,6.3594,0.0008,+0.01%,3102
2022-04-06,6.3628,6.3739,6.3566,6.3586,-0.0042,-0.07%,3291
2022-04-05,6.3624,6.3628,6.3621,6.3628,0.0004,+0.01%,580
2022-04-04,6.3621,6.3624,6.362,6.3624,0.0003,0.00%,580
2022-04-01,6.3389,6.3633,6.3389,6.3621,0.0231,+0.36%,3720
2022-03-31,6.346,6.352,6.3382,6.339,-0.0076,-0.12%,3429
2022-03-30,6.3632,6.3632,6.3466,6.3466,-0.0166,-0.26%,3020
2022-03-29,6.3705,6.3723,6.3619,6.3632,-0.008,-0.13%,3586
2022-03-28,6.3653,6.3799,6.3649,6.3712,0.0059,+0.09%,3284
2022-03-25,6.3661,6.3671,6.3586,6.3653,-0.0015,-0.02%,2413
2022-03-24,6.3713,6.3763,6.3667,6.3668,-0.0045,-0.07%,2390
2022-03-23,6.3654,6.3753,6.3636,6.3713,0.0059,+0.09%,2931
2022-03-22,6.3542,6.3656,6.3542,6.3654,0.0105,+0.17%,2976
2022-03-21,6.36,6.3651,6.3521,6.3549,-0.0051,-0.08%,2812
2022-03-18,6.3459,6.3657,6.3458,6.36,0.0134,+0.21%,2777
2022-03-17,6.3514,6.3521,6.3443,6.3466,-0.0048,-0.08%,2657
2022-03-16,6.3691,6.3698,6.3432,6.3514,-0.0184,-0.29%,3425
2022-03-15,6.3644,6.3834,6.3643,6.3698,0.0054,+0.08%,4220
2022-03-14,6.3387,6.3654,6.3387,6.3644,0.0257,+0.41%,3566
2022-03-11,6.3209,6.3387,6.3179,6.3387,0.0177,+0.28%,3070
2022-03-10,6.3167,6.3233,6.3151,6.321,0.0043,+0.07%,2886
2022-03-09,6.3177,6.3245,6.3132,6.3167,-0.001,-0.02%,2672
2022-03-08,6.319,6.32,6.3097,6.3177,-0.0019,-0.03%,2926
2022-03-07,6.3167,6.3242,6.3166,6.3196,0.0031,+0.05%,3032
2022-03-04,6.3191,6.3206,6.3146,6.3165,-0.0026,-0.04%,6204
2022-03-03,6.3194,6.32,6.3152,6.3191,-0.001,-0.02%,4257
2022-03-02,6.3116,6.3214,6.31,6.3201,0.0084,+0.13%,2787
2022-03-01,6.3077,6.3135,6.3077,6.3117,0.0033,+0.05%,3940
2022-02-28,6.3162,6.3174,6.3056,6.3084,-0.0077,-0.12%,3290
2022-02-25,6.3269,6.327,6.3115,6.3161,-0.0108,-0.17%,2889
2022-02-24,6.3123,6.3296,6.3105,6.3269,0.014,+0.22%,3195
2022-02-23,6.3252,6.3298,6.3129,6.3129,-0.0123,-0.19%,2188
2022-02-22,6.3344,6.3422,6.3231,6.3252,-0.0093,-0.15%,3159
2022-02-21,6.3245,6.3351,6.3214,6.3345,0.01,+0.16%,2248
2022-02-18,6.3358,6.3362,6.3245,6.3245,-0.0119,-0.19%,1945
2022-02-17,6.3359,6.3387,6.329,6.3364,-0.0002,0.00%,2419
2022-02-16,6.339,6.3403,6.3333,6.3366,-0.0024,-0.04%,2762
2022-02-15,6.3552,6.3557,6.3375,6.339,-0.0168,-0.26%,2470
2022-02-14,6.3539,6.3619,6.3538,6.3558,0.0019,+0.03%,2372
2022-02-11,6.3529,6.3643,6.3529,6.3539,0.0003,0.00%,2754
2022-02-10,6.3611,6.3619,6.3532,6.3536,-0.0081,-0.13%,1894
2022-02-09,6.3656,6.3656,6.3591,6.3617,-0.0039,-0.06%,1839
2022-02-08,6.3533,6.3697,6.3531,6.3656,0.0122,+0.19%,2106
2022-02-07,6.3581,6.3592,6.3493,6.3534,-0.0067,-0.11%,41
2022-02-04,6.3604,6.3604,6.3601,6.3601,-0.0004,-0.01%,5
2022-02-03,6.358,6.3609,6.358,6.3605,0.0019,+0.03%,6
2022-02-02,6.3579,6.3586,6.3579,6.3586,0.0002,0.00%,7
2022-02-01,6.3594,6.3595,6.3583,6.3584,-0.0009,-0.01%,7
2022-01-31,6.36,6.36,6.3587,6.3593,-0.0007,-0.01%,17
2022-01-28,6.3665,6.3668,6.3535,6.36,-0.0064,-0.10%,2420
2022-01-27,6.3193,6.368,6.3193,6.3664,0.0464,+0.73%,2060
2022-01-26,6.3274,6.3274,6.3196,6.32,-0.0074,-0.12%,1879
2022-01-25,6.3299,6.3303,6.3236,6.3274,-0.0026,-0.04%,1930
2022-01-24,6.3377,6.3378,6.3244,6.33,-0.0076,-0.12%,1577
2022-01-21,6.3394,6.3433,6.3361,6.3376,-0.0024,-0.04%,1834
2022-01-20,6.3432,6.3452,6.34,6.34,-0.0038,-0.06%,1706
2022-01-19,6.3523,6.3542,6.3433,6.3438,-0.0084,-0.13%,1915
2022-01-18,6.3467,6.3525,6.3395,6.3522,0.0049,+0.08%,2169
2022-01-17,6.3515,6.3563,6.3428,6.3473,-0.0042,-0.07%,2216
2022-01-14,6.3576,6.3604,6.3399,6.3515,-0.0067,-0.11%,1873
2022-01-13,6.357,6.3627,6.3564,6.3582,0.0005,+0.01%,1525
2022-01-12,6.3731,6.3731,6.3577,6.3577,-0.0154,-0.24%,1532
2022-01-11,6.3739,6.3742,6.3695,6.3731,-0.0014,-0.02%,1460
2022-01-10,6.3768,6.3768,6.3706,6.3745,-0.0024,-0.04%,1459
2022-01-07,6.3819,6.382,6.3717,6.3769,-0.005,-0.08%,2071
2022-01-06,6.3543,6.382,6.3542,6.3819,0.0276,+0.43%,2431
2022-01-05,6.3539,6.3548,6.3522,6.3543,0.0004,+0.01%,5405
2022-01-04,6.3551,6.3731,6.3531,6.3539,-0.0013,-0.02%,3824
2022-01-03,6.3549,6.3559,6.3542,6.3552,0.0003,0.00%,30
2021-12-31,6.372,6.3773,6.3408,6.3549,-0.0171,-0.27%,3182
2021-12-30,6.3674,6.376,6.3673,6.372,0.0046,+0.07%,2206
2021-12-29,6.367,6.3714,6.367,6.3674,-0.0003,0.00%,2111
2021-12-28,6.3698,6.3715,6.3665,6.3677,-0.0028,-0.04%,1999
2021-12-27,6.3663,6.372,6.3663,6.3705,0.0042,+0.07%,1966
2021-12-24,6.3686,6.37,6.3661,6.3663,-0.003,-0.05%,1271
2021-12-23,6.3691,6.3705,6.368,6.3693,0.0002,0.00%,2231
2021-12-22,6.3705,6.3725,6.3685,6.3691,-0.002,-0.03%,3506
2021-12-21,6.3747,6.375,6.3679,6.3711,-0.0036,-0.06%,2699
2021-12-20,6.3745,6.3789,6.3743,6.3747,0.0002,0.00%,2579
2021-12-17,6.3672,6.3816,6.3668,6.3745,0.0073,+0.11%,4078
2021-12-16,6.3659,6.3683,6.3642,6.3672,0.0007,+0.01%,3386
2021-12-15,6.3665,6.3669,6.3625,6.3665,0,0.00%,1928
2021-12-14,6.3652,6.368,6.3608,6.3665,0.0007,+0.01%,3064
2021-12-13,6.3693,6.3693,6.3583,6.3658,-0.0032,-0.05%,2397
2021-12-10,6.3759,6.38,6.3607,6.369,-0.0076,-0.12%,4443
2021-12-09,6.3438,6.3771,6.3421,6.3766,0.0328,+0.52%,4743
2021-12-08,6.3659,6.3663,6.3433,6.3438,-0.0221,-0.35%,5057
2021-12-07,6.3747,6.3751,6.3645,6.3659,-0.0094,-0.15%,2889
2021-12-06,6.3754,6.378,6.366,6.3753,-0.0001,0.00%,2861
2021-12-03,6.3754,6.3765,6.3671,6.3754,-0.0007,-0.01%,3845
2021-12-02,6.3671,6.3761,6.366,6.3761,0.009,+0.14%,4048
2021-12-01,6.3633,6.371,6.3595,6.3671,0.0038,+0.06%,3549
2021-11-30,6.3871,6.3877,6.3633,6.3633,-0.0238,-0.37%,2859
2021-11-29,6.3923,6.3923,6.379,6.3871,-0.0052,-0.08%,2839
2021-11-26,6.3859,6.3925,6.3858,6.3923,0.0063,+0.10%,3191
2021-11-25,6.3913,6.3919,6.3847,6.386,-0.0053,-0.08%,4153
2021-11-24,6.3909,6.392,6.3848,6.3913,0.0003,0.00%,3668
2021-11-23,6.3843,6.3924,6.3819,6.391,0.0067,+0.10%,3725
2021-11-22,6.3862,6.3878,6.3756,6.3843,-0.0019,-0.03%,3514
2021-11-19,6.385,6.3897,6.3795,6.3862,0.0012,+0.02%,4010
2021-11-18,6.377,6.3868,6.3744,6.385,0.008,+0.13%,3322
2021-11-17,6.3915,6.3916,6.3747,6.377,-0.0145,-0.23%,3820
2021-11-16,6.3822,6.3954,6.3661,6.3915,0.0093,+0.15%,5662
2021-11-15,6.3786,6.3841,6.3779,6.3822,0.0036,+0.06%,3145
2021-11-12,6.3897,6.3962,6.3784,6.3786,-0.011,-0.17%,4134
2021-11-11,6.3878,6.4065,6.3878,6.3896,0.0018,+0.03%,2680
2021-11-10,6.3918,6.3937,6.3832,6.3878,-0.004,-0.06%,4324
2021-11-09,6.3917,6.3952,6.3881,6.3918,0.0001,0.00%,3332
2021-11-08,6.3979,6.399,6.3915,6.3917,-0.0062,-0.10%,2974
2021-11-05,6.3964,6.4036,6.3963,6.3979,0.0015,+0.02%,3457
2021-11-04,6.4058,6.4063,6.3908,6.3964,-0.0094,-0.15%,4287
2021-11-03,6.3991,6.4058,6.3933,6.4058,0.0067,+0.10%,3790
2021-11-02,6.3961,6.4005,6.3949,6.3991,0.0024,+0.04%,3623
2021-11-01,6.4046,6.4057,6.3949,6.3967,-0.0079,-0.12%,3356
2021-10-29,6.3902,6.4064,6.3878,6.4046,0.0138,+0.22%,3831
2021-10-28,6.3916,6.4036,6.3906,6.3908,-0.0008,-0.01%,3424
2021-10-27,6.3814,6.3956,6.3807,6.3916,0.0095,+0.15%,3627
2021-10-26,6.3848,6.385,6.3787,6.3821,-0.0027,-0.04%,3407
2021-10-25,6.3839,6.3904,6.3795,6.3848,0.0009,+0.01%,4190
2021-10-22,6.3916,6.3998,6.3816,6.3839,-0.0083,-0.13%,4889
2021-10-21,6.3929,6.4012,6.3871,6.3922,-0.0007,-0.01%,4333
2021-10-20,6.3816,6.3964,6.3812,6.3929,0.0113,+0.18%,4823
2021-10-19,6.4285,6.4289,6.3805,6.3816,-0.0469,-0.73%,8025
2021-10-18,6.4349,6.4382,6.4284,6.4285,-0.0064,-0.10%,3569
2021-10-15,6.4389,6.4394,6.4253,6.4349,-0.004,-0.06%,4591
2021-10-14,6.4265,6.439,6.4265,6.4389,0.0118,+0.18%,3794
2021-10-13,6.4472,6.4502,6.4262,6.4271,-0.0207,-0.32%,4265
2021-10-12,6.4489,6.457,6.447,6.4478,-0.0018,-0.03%,4148
2021-10-11,6.4423,6.4496,6.4336,6.4496,0.0073,+0.11%,3565
2021-10-08,6.446,6.4502,6.4392,6.4423,-0.0038,-0.06%,3771
2021-10-07,6.4456,6.4466,6.445,6.4461,0.0004,+0.01%,20
2021-10-06,6.4459,6.4459,6.4457,6.4457,-0.0002,0.00%,6
2021-10-05,6.4462,6.4462,6.4459,6.4459,-0.0004,-0.01%,6
2021-10-04,6.4458,6.4466,6.445,6.4463,0.0005,+0.01%,16
2021-10-01,6.4454,6.4467,6.4454,6.4458,0.0004,+0.01%,526
2021-09-30,6.4699,6.4728,6.4428,6.4454,-0.0245,-0.38%,4540
2021-09-29,6.4592,6.4703,6.4586,6.4699,0.0107,+0.17%,4540
2021-09-28,6.4561,6.4611,6.4516,6.4592,0.0031,+0.05%,4796
2021-09-27,6.4657,6.4657,6.4549,6.4561,-0.0096,-0.15%,3479
2021-09-24,6.4579,6.4685,6.4561,6.4657,0.0077,+0.12%,3941
2021-09-23,6.4605,6.4687,6.4522,6.458,-0.0032,-0.05%,4823
2021-09-22,6.4664,6.4721,6.4606,6.4612,-0.0052,-0.08%,4150
2021-09-21,6.465,6.4668,6.465,6.4664,0.0014,+0.02%,955
2021-09-20,6.4652,6.466,6.4641,6.465,-0.0002,0.00%,2174
2021-09-17,6.4568,6.4677,6.4465,6.4652,0.0084,+0.13%,4426
2021-09-16,6.4315,6.4569,6.4297,6.4568,0.0253,+0.39%,4730
2021-09-15,6.4383,6.4432,6.4306,6.4315,-0.0069,-0.11%,4448
2021-09-14,6.4509,6.451,6.4377,6.4384,-0.0125,-0.19%,4588
2021-09-13,6.4433,6.4563,6.4433,6.4509,0.0076,+0.12%,4358
2021-09-10,6.4543,6.4559,6.4358,6.4433,-0.011,-0.17%,4454
2021-09-09,6.4616,6.4622,6.4525,6.4543,-0.0074,-0.11%,3464
2021-09-08,6.4656,6.4656,6.4568,6.4617,-0.0039,-0.06%,3559
2021-09-07,6.4565,6.466,6.4533,6.4656,0.0085,+0.13%,3500
2021-09-06,6.4524,6.4585,6.4517,6.4571,0.0047,+0.07%,2922
2021-09-03,6.4555,6.4601,6.4327,6.4524,-0.0032,-0.05%,3828
2021-09-02,6.459,6.4623,6.4539,6.4556,-0.0035,-0.05%,3636
2021-09-01,6.4597,6.4681,6.4582,6.4591,-0.0006,-0.01%,4179
2021-08-31,6.4649,6.4708,6.4556,6.4597,-0.0059,-0.09%,4022
2021-08-30,6.4708,6.4708,6.465,6.4656,-0.0052,-0.08%,3695
2021-08-27,6.4805,6.4867,6.4708,6.4708,-0.0097,-0.15%,4020
2021-08-26,6.4749,6.4855,6.474,6.4805,0.0055,+0.08%,4309
2021-08-25,6.4696,6.4784,6.4696,6.475,0.0048,+0.07%,4243
2021-08-24,6.48,6.4832,6.4686,6.4702,-0.0105,-0.16%,4475
2021-08-23,6.5008,6.5008,6.4797,6.4807,-0.0198,-0.30%,4293
2021-08-20,6.4931,6.503,6.4931,6.5005,0.0067,+0.10%,4079
2021-08-19,6.483,6.4973,6.483,6.4938,0.0101,+0.16%,4438
2021-08-18,6.4852,6.4852,6.4785,6.4837,-0.0015,-0.02%,3747
2021-08-17,6.4739,6.4861,6.4736,6.4852,0.0113,+0.17%,3793
2021-08-16,6.4764,6.4791,6.4728,6.4739,-0.0025,-0.04%,3129
2021-08-13,6.478,6.482,6.4751,6.4764,-0.0016,-0.02%,3618
2021-08-12,6.4784,6.4796,6.4728,6.478,-0.0004,-0.01%,3311
2021-08-11,6.4848,6.4871,6.4745,6.4784,-0.0064,-0.10%,3690
2021-08-10,6.4854,6.4855,6.4775,6.4848,-0.0006,-0.01%,3983
2021-08-09,6.4825,6.4868,6.4733,6.4854,0.0029,+0.04%,3656
2021-08-06,6.4605,6.4832,6.4604,6.4825,0.022,+0.34%,3506
2021-08-05,6.4644,6.4655,6.4594,6.4605,-0.0045,-0.07%,3163
2021-08-04,6.4693,6.4694,6.4554,6.465,-0.0043,-0.07%,4272
2021-08-03,6.4609,6.4693,6.4609,6.4693,0.0084,+0.13%,3293
2021-08-02,6.4605,6.4674,6.4588,6.4609,0.0004,+0.01%,3218
2021-07-30,6.4554,6.4665,6.4509,6.4605,0.0051,+0.08%,4493
2021-07-29,6.4893,6.4898,6.4553,6.4554,-0.0345,-0.53%,4495
2021-07-28,6.5095,6.5102,6.4899,6.4899,-0.0202,-0.31%,4631
2021-07-27,6.4818,6.5101,6.4733,6.5101,0.0283,+0.44%,4199
2021-07-26,6.4804,6.4863,6.4779,6.4818,0.0014,+0.02%,3604
2021-07-23,6.4696,6.4805,6.4677,6.4804,0.0108,+0.17%,3943
2021-07-22,6.4661,6.4696,6.4623,6.4696,0.0029,+0.04%,4566
2021-07-21,6.484,6.4843,6.4655,6.4667,-0.0173,-0.27%,4488
2021-07-20,6.4888,6.4895,6.4769,6.484,-0.0054,-0.08%,4938
2021-07-19,6.4782,6.49,6.477,6.4894,0.0112,+0.17%,4318
2021-07-16,6.4599,6.4785,6.4597,6.4782,0.0183,+0.28%,4181
2021-07-15,6.4681,6.4687,6.4567,6.4599,-0.0082,-0.13%,4390
2021-07-14,6.468,6.4759,6.4497,6.4681,0.0001,0.00%,5777
2021-07-13,6.4747,6.4747,6.4621,6.468,-0.0068,-0.11%,3941
2021-07-12,6.4779,6.478,6.4699,6.4748,-0.0031,-0.05%,3647
2021-07-09,6.4895,6.4897,6.4779,6.4779,-0.0116,-0.18%,4684
2021-07-08,6.4713,6.4898,6.4711,6.4895,0.0175,+0.27%,4231
2021-07-07,6.4779,6.4789,6.4617,6.472,-0.0058,-0.09%,4247
2021-07-06,6.4629,6.4778,6.4579,6.4778,0.0149,+0.23%,3784
2021-07-05,6.4722,6.4722,6.4575,6.4629,-0.0094,-0.15%,3538
2021-07-02,6.4674,6.4837,6.4674,6.4723,0.0042,+0.06%,4366
2021-07-01,6.4555,6.4681,6.4555,6.4681,0.0119,+0.18%,4843
2021-06-30,6.4632,6.4633,6.4528,6.4562,-0.0069,-0.11%,3915
2021-06-29,6.4552,6.4672,6.4536,6.4631,0.0079,+0.12%,4333
2021-06-28,6.4556,6.4635,6.4466,6.4552,0,0.00%,3958
2021-06-25,6.4702,6.471,6.4503,6.4552,-0.0157,-0.24%,3666
2021-06-24,6.473,6.481,6.4649,6.4709,-0.0021,-0.03%,4245
2021-06-23,6.4805,6.4887,6.4706,6.473,-0.0075,-0.12%,4184
2021-06-22,6.4653,6.4805,6.4579,6.4805,0.0145,+0.22%,4868
2021-06-21,6.4519,6.4702,6.4473,6.466,0.0141,+0.22%,5468
2021-06-18,6.4467,6.4519,6.435,6.4519,0.0045,+0.07%,5504
2021-06-17,6.3964,6.4475,6.3961,6.4474,0.051,+0.80%,4738
2021-06-16,6.4044,6.4052,6.3953,6.3964,-0.0086,-0.13%,3936
2021-06-15,6.397,6.4063,6.397,6.405,0.0074,+0.12%,3797
2021-06-14,6.3976,6.3977,6.3976,6.3976,0,0.00%,10
2021-06-11,6.3917,6.3977,6.3846,6.3976,0.0053,+0.08%,4004
2021-06-10,6.3866,6.3939,6.3815,6.3923,0.0057,+0.09%,4445
2021-06-09,6.3987,6.3999,6.3833,6.3866,-0.0127,-0.20%,4515
2021-06-08,6.3964,6.3993,6.3884,6.3993,0.0029,+0.05%,4266
2021-06-07,6.3942,6.4014,6.3932,6.3964,0.0022,+0.03%,4263
2021-06-04,6.4028,6.4108,6.3924,6.3942,-0.0086,-0.13%,4706
2021-06-03,6.3794,6.4028,6.3794,6.4028,0.0227,+0.36%,4627
2021-06-02,6.3806,6.3899,6.376,6.3801,-0.0004,-0.01%,4602
2021-06-01,6.3684,6.383,6.3616,6.3805,0.0115,+0.18%,4620
2021-05-31,6.3674,6.3728,6.3569,6.369,0.0015,+0.02%,4545
2021-05-28,6.3819,6.3827,6.3622,6.3675,-0.0144,-0.23%,5131
2021-05-27,6.3904,6.3952,6.3734,6.3819,-0.0085,-0.13%,5031
2021-05-26,6.41,6.41,6.3876,6.3904,-0.0196,-0.31%,6002
2021-05-25,6.4174,6.4185,6.4019,6.41,-0.008,-0.12%,4641
2021-05-24,6.4332,6.4384,6.4173,6.418,-0.0152,-0.24%,4113
2021-05-21,6.434,6.4355,6.4282,6.4332,-0.0008,-0.01%,4343
2021-05-20,6.4334,6.4416,6.4316,6.434,0,0.00%,4254
2021-05-19,6.4243,6.4383,6.4233,6.434,0.0097,+0.15%,4565
2021-05-18,6.4381,6.4383,6.4189,6.4243,-0.0138,-0.21%,4438
2021-05-17,6.4361,6.4425,6.4348,6.4381,0.0018,+0.03%,2807
2021-05-14,6.451,6.4511,6.4295,6.4363,-0.0148,-0.23%,3922
2021-05-13,6.4554,6.4567,6.4473,6.4511,-0.0043,-0.07%,4179
2021-05-12,6.4284,6.456,6.4278,6.4554,0.0269,+0.42%,5568
2021-05-11,6.415,6.4313,6.4149,6.4285,0.0129,+0.20%,4322
2021-05-10,6.4315,6.4323,6.4098,6.4156,-0.0162,-0.25%,2794
2021-05-07,6.4632,6.464,6.4318,6.4318,-0.0314,-0.49%,4890
2021-05-06,6.4726,6.4823,6.463,6.4632,-0.0094,-0.15%,4506
2021-05-05,6.4731,6.4731,6.4722,6.4726,-0.0005,-0.01%,588
2021-05-04,6.4728,6.4737,6.4724,6.4731,0.0003,0.00%,546
2021-05-03,6.4735,6.4735,6.4727,6.4728,-0.0007,-0.01%,186
2021-04-30,6.4711,6.475,6.4643,6.4735,0.0024,+0.04%,4749
2021-04-29,6.4773,6.4779,6.4648,6.4711,-0.0068,-0.10%,4163
2021-04-28,6.4815,6.4889,6.4779,6.4779,-0.0042,-0.06%,3670
2021-04-27,6.4838,6.4894,6.4801,6.4821,-0.0024,-0.04%,3616
2021-04-26,6.4945,6.4945,6.4834,6.4845,-0.01,-0.15%,3672
2021-04-23,6.4903,6.4983,6.4894,6.4945,0.0042,+0.06%,5041
2021-04-22,6.4898,6.4922,6.4815,6.4903,0.0004,+0.01%,3790
2021-04-21,6.4978,6.5007,6.4896,6.4899,-0.0086,-0.13%,3670
2021-04-20,6.5092,6.5093,6.492,6.4985,-0.0107,-0.16%,3865
2021-04-19,6.5203,6.5291,6.5057,6.5092,-0.0107,-0.16%,3470
2021-04-16,6.5211,6.5327,6.5177,6.5199,-0.0019,-0.03%,3634
2021-04-15,6.5281,6.5401,6.5213,6.5218,-0.0069,-0.11%,4006
2021-04-14,6.5424,6.5434,6.5283,6.5287,-0.0144,-0.22%,3718
2021-04-13,6.5478,6.552,6.5426,6.5431,-0.0047,-0.07%,4175
2021-04-12,6.5518,6.5588,6.5434,6.5478,-0.004,-0.06%,3668
2021-04-09,6.5501,6.5603,6.5459,6.5518,0.0016,+0.02%,3640
2021-04-08,6.5408,6.5511,6.5408,6.5502,0.0088,+0.13%,3672
2021-04-07,6.5387,6.545,6.5363,6.5414,0.0027,+0.04%,3877
2021-04-06,6.5659,6.566,6.5387,6.5387,-0.0272,-0.41%,3724
2021-04-05,6.5665,6.5666,6.5658,6.5659,-0.0006,-0.01%,701
2021-04-02,6.5647,6.567,6.5589,6.5665,0.0018,+0.03%,3524
2021-04-01,6.5509,6.5762,6.5509,6.5647,0.0131,+0.20%,4149
2021-03-31,6.5701,6.5712,6.5453,6.5516,-0.0184,-0.28%,4365
2021-03-30,6.5687,6.5737,6.5631,6.57,0.0012,+0.02%,4534
2021-03-29,6.5405,6.5718,6.5405,6.5688,0.0284,+0.43%,3379
2021-03-26,6.5447,6.5453,6.5381,6.5404,-0.0049,-0.07%,2754
2021-03-25,6.5229,6.5458,6.5206,6.5453,0.0217,+0.33%,3227
2021-03-24,6.5148,6.5249,6.5148,6.5236,0.0082,+0.13%,3570
