symbol,contract,last_price,iv_hv_ratio,implied_vol,data_date,source_name,confidence_score,ingest_timestamp_utc,provenance_uuid
VIX,SPOT,20.959999084472656,1.0,20.959999084472656,2025-10-10,,,,
VIX,SPOT,21.639999389648438,1.0,21.639999389648438,2025-10-10,,,,
VIX,SPOT,21.459999084472656,1.0,21.459999084472656,2025-10-10,,,,
VIX,SPOT,16.299999237060547,1.0,16.299999237060547,2025-10-08,,,,
